"id","station_id","latitude","longitude","created_at","updated_at","deleted_at","error"
40,40,49.43811,1.10085,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
41,41,49.44428,1.07838,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
42,42,49.43088,1.08141,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
43,43,49.43749,1.09625,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
44,44,49.44277,1.09125,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
45,45,49.43952,1.08880,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
46,46,49.44120,1.10599,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
47,47,49.44688,1.10650,2023-01-19 12:26:48.000,2023-03-06 00:31:25.000,,0
48,48,49.43952,1.11624,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
49,49,49.43152,1.10293,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
50,50,49.43088,1.08610,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
51,51,49.43465,1.08796,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
52,52,49.44129,1.07176,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
53,53,49.43885,1.10749,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
54,54,49.44859,1.06465,2023-01-19 12:26:48.000,2023-03-06 00:31:26.000,,0
55,55,49.42721,1.09642,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
56,56,49.44542,1.06400,2023-01-19 12:26:48.000,2023-05-20 02:05:03.000,,0
57,57,54.69221,25.27933,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
58,58,54.68591,25.28560,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
59,59,54.69854,25.26644,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
60,60,54.68866,25.29317,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
61,61,54.70534,25.30418,2023-01-19 12:26:48.000,2023-05-16 08:53:54.000,,0
62,62,54.69546,25.27866,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
63,63,54.69851,25.25819,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
64,64,54.68300,25.28001,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
65,65,54.67623,25.28861,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
66,66,54.69558,25.25721,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
67,67,54.67789,25.28745,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
68,68,54.67918,25.27784,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
69,69,54.69049,25.27821,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
70,70,54.71238,25.29664,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
71,71,54.68871,25.28718,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
72,72,54.67060,25.28283,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
73,73,54.69207,25.27117,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
74,74,54.69181,25.28904,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
75,75,54.69417,25.27496,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
76,76,54.68476,25.27703,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
77,77,54.67422,25.28553,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
78,78,54.68727,25.28013,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
79,79,54.68785,25.27663,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
80,80,54.68094,25.28208,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
81,81,54.69632,25.26611,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
82,82,54.69008,25.26344,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
83,83,54.68093,25.28846,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
84,84,54.68682,25.27143,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
85,85,54.67115,25.28418,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
86,86,54.68447,25.28937,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
87,87,54.71136,25.30424,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
88,88,54.67852,25.29386,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
89,89,54.69333,25.30507,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
90,90,54.68115,25.29904,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
91,91,54.68908,25.26939,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
92,92,54.69182,25.26346,2023-01-19 12:26:48.000,2023-05-20 01:58:46.000,,0
93,93,59.95585,11.04745,2023-01-19 12:26:48.000,2023-05-20 02:03:25.000,,0
94,94,59.95363,11.04428,2023-01-19 12:26:48.000,2023-05-20 02:03:25.000,,0
95,95,59.95797,11.05029,2023-01-19 12:26:48.000,2023-05-20 02:03:25.000,,0
96,96,59.97391,11.04739,2023-01-19 12:26:48.000,2023-05-20 02:03:25.000,,0
97,97,59.95128,11.04959,2023-01-19 12:26:48.000,2023-05-20 02:03:25.000,,0
98,98,59.96221,11.06191,2023-01-19 12:26:48.000,2023-05-20 02:03:25.000,,0
99,99,49.59000,6.11720,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
100,100,49.63195,6.17048,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
101,101,49.60481,6.13340,2023-01-19 12:26:48.000,2023-03-06 00:31:45.000,,0
102,102,49.60364,6.07778,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
103,103,49.61220,6.10720,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
104,104,49.60361,6.10278,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
105,105,49.62059,6.13900,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
106,106,49.58420,6.12490,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
107,107,49.61667,6.12607,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
108,108,49.60698,6.15486,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
109,109,49.61132,6.12000,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
110,110,49.62945,6.15735,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
111,111,49.61561,6.13097,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
112,112,49.61212,6.09749,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
113,113,49.57337,6.14397,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
114,114,49.59860,6.13212,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
115,115,49.62915,6.17310,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
116,116,49.61475,6.16477,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
117,117,49.59821,6.13753,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
118,118,49.61069,6.13162,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
119,119,49.60735,6.12762,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
120,120,49.60771,6.13456,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
121,121,49.61935,6.14391,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
122,122,49.62049,6.14681,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
123,123,49.61906,6.13230,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
124,124,49.59985,6.12256,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
125,125,49.61882,6.13632,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
126,126,49.61086,6.08097,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
127,127,49.61334,6.12579,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
128,128,49.62640,6.16130,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
129,129,49.59691,6.14796,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
130,130,49.60947,6.12963,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
131,131,49.59110,6.10570,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
132,132,49.63428,6.16663,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
133,133,49.63218,6.17445,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
134,134,49.61254,6.14792,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
135,135,49.58421,6.14202,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
136,136,49.61278,6.13121,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
137,137,49.60582,6.12906,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
138,138,49.58914,6.09921,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
139,139,49.59140,6.12533,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
140,140,49.61349,6.17066,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
141,141,49.60164,6.13736,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
142,142,49.62783,6.12233,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
143,143,49.60990,6.10610,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
144,144,49.60001,6.10826,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
145,145,49.60299,6.13608,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
146,146,49.60949,6.12487,2023-01-19 12:26:48.000,2023-03-06 00:31:45.000,,0
147,147,49.58043,6.11465,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
148,148,49.58024,6.12086,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
149,149,49.60958,6.11952,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
150,150,49.62384,6.16064,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
151,151,49.61074,6.12674,2023-01-19 12:26:48.000,2023-02-04 08:06:04.000,,0
152,152,49.61620,6.09840,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
153,153,49.60625,6.10596,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
154,154,49.59679,6.14004,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
155,155,49.61093,6.05153,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
156,156,49.60815,6.11163,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
157,157,49.61332,6.11758,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
158,158,49.60458,6.11193,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
159,159,49.63010,6.16843,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
160,160,49.62521,6.13938,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
161,161,49.62007,6.12291,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
162,162,49.61258,6.12391,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
163,163,49.60105,6.13374,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
164,164,49.60876,6.14959,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
165,165,49.59409,6.12512,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
166,166,49.62947,6.11780,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
167,167,49.62297,6.15497,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
168,168,49.61683,6.05420,2023-01-19 12:26:48.000,2023-02-04 02:54:17.000,,0
169,169,49.60136,6.11581,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
170,170,49.61489,6.07275,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
171,171,49.62987,6.16625,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
172,172,49.57192,6.15965,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
173,173,49.60170,6.13310,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
174,174,49.61316,6.06038,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
175,175,49.59861,6.11796,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
176,176,49.58338,6.11582,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
177,177,49.62019,6.17268,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
178,178,49.61909,6.07227,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
179,179,49.60590,6.11990,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
180,180,49.59110,6.14160,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
181,181,49.60289,6.09322,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
182,182,49.61769,6.08276,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
183,183,49.61460,6.14283,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
184,184,49.62190,6.11180,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
185,185,49.60054,6.12838,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
186,186,49.61925,6.10842,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
187,187,49.57923,6.13402,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
188,188,49.61470,6.12110,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
189,189,49.62390,6.15001,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
190,190,49.60165,6.14553,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
191,191,49.62571,6.14835,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
192,192,49.62380,6.11880,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
193,193,49.59383,6.14327,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
194,194,49.60563,6.10003,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
195,195,49.63733,6.16457,2023-01-19 12:26:48.000,2023-05-20 01:57:12.000,,0
196,196,48.77735,2.45538,2023-01-19 12:26:48.000,2023-05-20 01:57:45.000,,0
197,197,48.78350,2.45458,2023-01-19 12:26:48.000,2023-05-20 01:57:45.000,,0
198,198,48.79884,2.45388,2023-01-19 12:26:48.000,2023-05-20 01:57:45.000,,0
199,199,48.78684,2.46857,2023-01-19 12:26:48.000,2023-05-20 01:57:45.000,,0
200,200,48.79079,2.46489,2023-01-19 12:26:48.000,2023-05-20 01:57:45.000,,0
201,201,48.78021,2.46969,2023-01-19 12:26:48.000,2023-05-20 01:57:45.000,,0
202,202,48.76604,2.47131,2023-01-19 12:26:48.000,2023-05-20 01:57:45.000,,0
203,203,48.78811,2.44625,2023-01-19 12:26:48.000,2023-05-20 01:57:45.000,,0
204,204,48.76896,2.45666,2023-01-19 12:26:48.000,2023-05-20 01:57:45.000,,0
205,205,48.79617,2.46371,2023-01-19 12:26:48.000,2023-05-20 01:57:45.000,,0
206,206,53.34956,-6.27820,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
207,207,53.35346,-6.26530,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
208,208,53.33602,-6.26298,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
209,209,53.35941,-6.27614,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
210,210,53.33796,-6.24153,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
211,211,53.34337,-6.27012,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
212,212,53.33412,-6.26544,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
213,213,53.34430,-6.25043,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
214,214,53.33875,-6.26200,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
215,215,53.34778,-6.24424,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
216,216,53.33607,-6.25282,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
217,217,53.33009,-6.26804,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
218,218,53.35093,-6.26513,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
219,219,53.34152,-6.25685,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
220,220,53.34828,-6.25466,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
221,221,53.35893,-6.28034,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
222,222,53.35784,-6.25156,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
223,223,53.34412,-6.23715,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
224,224,53.34389,-6.28053,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
225,225,53.34748,-6.28525,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
226,226,53.33901,-6.30022,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
227,227,53.34415,-6.23345,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
228,228,53.33402,-6.25837,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
229,229,53.34080,-6.26773,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
230,230,53.35146,-6.25526,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
231,231,53.33365,-6.24834,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
232,232,53.34311,-6.27717,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
233,233,53.34143,-6.24672,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
234,234,53.33861,-6.24861,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
235,235,53.34183,-6.23129,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
236,236,53.34664,-6.24615,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
237,237,53.34303,-6.26358,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
238,238,53.34687,-6.23085,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
239,239,53.35470,-6.27231,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
240,240,53.33403,-6.26071,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
241,241,53.34603,-6.24358,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
242,242,53.33066,-6.26018,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
243,243,53.34211,-6.31001,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
244,244,53.35704,-6.26323,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
245,245,53.34887,-6.26746,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
246,246,53.34208,-6.27523,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
247,247,53.34687,-6.27298,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
248,248,53.34793,-6.24093,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
249,249,53.33443,-6.24557,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
250,250,53.34356,-6.27507,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
251,251,53.35493,-6.26943,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
252,252,53.35097,-6.25294,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
253,253,53.33713,-6.26059,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
254,254,53.33922,-6.24064,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
255,255,53.34712,-6.23475,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
256,256,53.35517,-6.27842,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
257,257,53.35029,-6.27351,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
258,258,53.35484,-6.24758,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
259,259,53.33574,-6.24551,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
260,260,53.34365,-6.23175,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
261,261,53.34788,-6.24805,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
262,262,53.34129,-6.25812,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
263,263,53.34751,-6.25219,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
264,264,53.34181,-6.30509,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
265,265,53.34164,-6.29719,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
266,266,53.34230,-6.28766,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
267,267,53.33776,-6.26770,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
268,268,53.35811,-6.26560,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
269,269,53.34264,-6.23869,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
270,270,53.33943,-6.24655,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
271,271,53.33933,-6.26470,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
272,272,53.33749,-6.26199,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
273,273,53.35561,-6.26140,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
274,274,53.34390,-6.29706,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
275,275,53.34698,-6.29780,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
276,276,53.35595,-6.27838,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
277,277,53.33782,-6.25603,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
278,278,53.34660,-6.29692,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
279,279,53.34592,-6.25461,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
280,280,53.35023,-6.27970,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
281,281,53.35631,-6.27372,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
282,282,53.35925,-6.26978,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
283,283,53.33036,-6.26516,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
284,284,53.35997,-6.26483,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
285,285,53.35677,-6.26814,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
286,286,53.34346,-6.28741,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
287,287,53.35672,-6.25636,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
288,288,53.33976,-6.25199,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
289,289,53.34744,-6.23852,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
290,290,53.35547,-6.26442,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
291,291,53.34797,-6.29180,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
292,292,53.34401,-6.26680,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
293,293,53.34711,-6.29204,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
294,294,53.35215,-6.26053,2023-01-19 12:26:48.000,2023-05-20 01:52:46.000,,0
